Salesforce Account Id,Cleaned Practice Areas
0013000000Cb25XAAR,Wills and Trusts; Criminal; Employment;General Practice; Family
0010e00001NWhXlAAL,Health and Elder Care; Civil Rights;Personal Injury
0014y00002aVifTAAS,Business Litigation; Civil Rights; Bankruptcy; General Practice; Environmental; Personal Injury; Business Transactional
0010e00001ODnoOAAT,Business Litigation; Employment
0014y00002aVjXMAA0,General Practice; Government;Administrative
0014y00002aVfnUAAS,Civil Rights; Tax; General Practice; Employment; Securities; Business Transactional; Environmental;Workers Compensation; Business Litigation; Construction; Personal Injury; Bankruptcy
0014y00002aVfqTAAS,Business Litigation; Criminal; Bankruptcy; General Practice; Business Transactional
0014y00002aVifVAAS,General Practice; Employment; Business Transactional; Real Estate; Family; Business Litigation;Cyberspace; Government; Construction; Intellectual Property; Bankruptcy
0014y00002aVjZwAAK,Business Litigation; Wills and Trusts; Criminal; General Practice; Employment; Family; Personal Injury
0014y00002aVfnVAAS,Criminal; General Practice; Employment; Securities; Real Estate; Environmental;Workers Compensation; Construction; Personal Injury
0014y00002aVfqUAAS,Business Litigation; Employment
0014y00002aVg9SAAS,Business Litigation;Personal Injury
0014y00002aVifWAAS,Business Litigation; General Practice; Real Estate; Health and Elder Care; Insurance
0014y00002aVfnWAAS,Bankruptcy; General Practice; Employment; Business Transactional; Real Estate; Environmental; Health and Elder Care;Cyberspace; Insurance; Government; Construction; Business Litigation
0014y00002aVfqVAAS,Business Litigation; Wills and Trusts; Bankruptcy; General Practice; Insurance; Business Transactional
0014y00002aVg9VAAS,Business Litigation; Bankruptcy; General Practice; Environmental; Business Transactional
0014y00002aVifYAAS,Other (See Details); Real Estate
0016000000uUnHPAA0,Civil Rights;Criminal;  Family
0014y00002aVjXQAA0,Business Litigation; Bankruptcy; General Practice; Employment; Environmental; Business Transactional
0014y00002aVk76AAC,Employment;Personal Injury
0014y00002aVfqXAAS,Health and Elder Care; General Practice; Insurance;Personal Injury
0010e00001OChyEAAT,Tax; General Practice;Real Estate
0014y00002aVk77AAC,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVifaAAC,General Practice; Health and Elder Care;Workers Compensation; Administrative; Insurance; Government; Construction; Personal Injury
0013000000CbDSeAAN,Other (See Details); Entertainment; Securities; Insurance; Bankruptcy
0016000000mWctoAAC,Business Litigation;  Employment
0014y00002aVmMkAAK,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVfnaAAC,Business Litigation; Bankruptcy; General Practice; Employment; Insurance; Business Transactional
0014y00002aVfqZAAS,Business Litigation; Tax; General Practice; Securities; Business Transactional; Real Estate; Environmental; Insurance; Bankruptcy
0014y00002aVifbAAC,Immigration; Workers Compensation; General Practice; Personal Injury
0014y00002aVefgAAC,General Practice; Government; Employment;Administrative
0014y00002aVja3AAC,General Practice;Workers Compensation; Government; Administrative; Construction; Personal Injury; Business Litigation
0014y00002aVfnbAAC,Environmental; General Practice; Bankruptcy
0014y00002aVfqaAAC,Criminal; Employment;General Practice; Real Estate; Health and Elder Care; Government; Administrative; Insurance
0014y00002aVg9ZAAS,General Practice;Bankruptcy
0014y00002aVifcAAC,Business Litigation; General Practice; Transportation; Business Transactional; Real Estate; Insurance; Bankruptcy
0014y00002aVhtCAAS,General Practice; Health and Elder Care
0014y00002aVk7AAAS,Other (See Details); General Practice; Business Transactional; Business Litigation; Administrative; Government; Bankruptcy
0014y00002aVfqbAAC,Civil Rights; Tax;General Practice; Real Estate; Environmental
0014y00002aVifdAAC,Transportation;Environmental; Real Estate
0016000000L5lwJAAR,Wills and Trusts; Criminal; Employment;General Practice; Real Estate; Family
0013000000CcHazAAF,Criminal; General Practice;Family; Employment
0013000000CbIjBAAV,Family;Bankruptcy
0016000000uXEzMAAW,Employment;Personal Injury
0010e00001ODASbAAP,Civil Rights;General Practice; Health and Elder Care; Insurance; Personal Injury
0014y00002aVhtBAAS,General Practice; Government;Administrative; Securities
0014y00002aVk7BAAS,Business Litigation; Bankruptcy; General Practice; Environmental; Business Transactional
0014y00002aVg9cAAC,General Practice; Business Transactional; Health and Elder Care;Workers Compensation; Business Litigation; Insurance; Construction; Personal Injury; Bankruptcy
0014y00002aVifeAAC,Business Litigation; Civil Rights; Tax; General Practice; Employment; Business Transactional; Health and Elder Care; Administrative; Government; Immigration; Bankruptcy
0016000000ohLMPAA2,General Practice;Family; Employment
0014y00002aVhtDAAS,Business Litigation; Tax; General Practice; Business Transactional; Real Estate; Bankruptcy
0014y00002aVk7CAAS,Environmental; Real Estate
0014y00002aVja6AAC,General Practice; Employment; Business Transactional; Real Estate; Business Litigation;Cyberspace; Insurance; Government; Intellectual Property; Personal Injury; Bankruptcy
0014y00002aVfqdAAC,Intellectual Property;Business litigation
0014y00002aViffAAC,Criminal;Environmental; General Practice; Real Estate
0010e00001NW5ssAAD,Civil Rights; Tax; General Practice; Employment; Securities; Business Transactional; Environmental;Workers Compensation; Business Litigation; Construction; Personal Injury; Bankruptcy
0014y00002aVmMmAAK,Business Litigation; Civil Rights; General Practice; Employment; Real Estate; Health and Elder Care; Administrative; Insurance; Government; Construction
0014y00002aVhtEAAS,Criminal; General Practice; Employment; Business Transactional; Health and Elder Care; Family;Workers Compensation; Business Litigation; Insurance; Construction; Personal Injury; Bankruptcy
0014y00002aVfnfAAC,General Practice; Business Transactional;Workers Compensation; Business Litigation; Construction; Personal Injury; Bankruptcy
0014y00002aVfqeAAC,Other (See Details); General Practice; Employment; Business Transactional; Health and Elder Care; Business Litigation; Insurance; Personal Injury; Bankruptcy
0014y00002aVifgAAC,Tax; General Practice;Real Estate
0014y00002aVmMnAAK,Criminal; General Practice;Family; Employment
0014y00002aVhtFAAS,Business Litigation; Criminal; Bankruptcy; General Practice; Employment; Family; Immigration; Business Transactional
0014y00002aVifhAAC,Business Litigation; Entertainment; General Practice; Business Transactional; Real Estate; Bankruptcy
0014y00002aVmMoAAK,Business Litigation; Bankruptcy; General Practice; Employment; Personal Injury; Business Transactional
0014y00002aVjCFAA0,Other (See Details); General Practice; Real Estate; Government; Administrative; Bankruptcy
0014y00002aVfqgAAC,Immigration; General Practice
0014y00002aVifiAAC,Government;Cyberspace; Intellectual Property; Personal Injury; Business Litigation
0014y00002aVmMpAAK,Tax; General Practice;Real Estate
0014y00002aVk7GAAS,Criminal;Environmental; General Practice; Real Estate
0014y00002aVhJWAA0,Environmental; Real Estate
0013000000CbE7xAAF,Personal Injury;Criminal;  Family; Business Litigation
0016000000mWcuQAAS,Employment; Business Litigation;Health and Elder Care
0014y00002aVmMqAAK,Employment;General Practice; Health and Elder Care; Insurance; Personal Injury
0014y00002aVhtIAAS,Business Litigation; General Practice; Business Transactional; Real Estate; Government; Administrative; Bankruptcy
0014y00002aVk7HAAS,Civil Rights; General Practice; Government;Administrative
0014y00002aVjaBAAS,Business Litigation; General Practice; Employment; Real Estate; Construction
0014y00002aVjCHAA0,Business Litigation; Tax; General Practice; Business Transactional; Real Estate; Bankruptcy
0014y00002aVmjbAAC,Business Litigation; General Practice; Business Transactional;Bankruptcy
0013000000CbIy3AAF,Civil Litigation;Criminal
0013000000CbnpEAAR,Real Estate;Criminal;  Family
0016000000uXHdtAAG,Criminal;  Immigration
0014y00002aVmMrAAK,General Practice;Family; Employment
0014y00002aVhtJAAS,General Practice; Securities; Business Transactional; Real Estate; Environmental; Business Litigation;Criminal; Bankruptcy
0014y00002aVjaCAAS,General Practice; Health and Elder Care;Wills and Trusts
0014y00002aVjCJAA0,Immigration; General Practice
0014y00002aVmjcAAC,Criminal; General Practice; Real Estate; Environmental;Workers Compensation; Government; Administrative; Construction; Personal Injury
0014y00002aVhtKAAS,General Practice; Real Estate;Wills and Trusts
0014y00002aVk7JAAS,General Practice; Government;Administrative
0014y00002aVjaDAAS,Business Litigation; Criminal; General Practice; Securities; Government; Administrative
0014y00002aVmjdAAC,General Practice;Wills and Trusts
0014y00002aVhJaAAK,Criminal;Environmental; General Practice; Real Estate
0014y00002aVifmAAC,General Practice; Employment;Health and Elder Care; Government; Administrative
0014y00002aVhtLAAS,Business Litigation; Bankruptcy; General Practice; Employment; Business Transactional
0014y00002aVhkyAAC,Business Litigation; General Practice; Employment; Securities; Health and Elder Care; Family; Government; Administrative
0014y00002aVmjfAAC,General Practice;Family; Employment
0014y00002aVhtMAAS,Criminal; Bankruptcy; General Practice; Consumer; Other (See Details); Workers Compensation;Real Estate; Environmental; Family; Health and Elder Care; Business Transac; Government; Insurance; Construction; Administrative; Immigration; Business Litigation
0014y00002aVjaFAAS,General Practice; Real Estate;Wills and Trusts
0014y00002aVjCMAA0,General Practice; Government;Administrative
0014y00002aVhkzAAC,Tax; General Practice; Real Estate;Wills and Trusts
0014y00002aVmjgAAC,Health and Elder Care; General Practice; Real Estate;Insurance
0014y00002aVhJcAAK,Business Litigation; General Practice; Employment; Business Transactional; Real Estate; Construction; Bankruptcy
0016000000ogyQzAAI,Business Litigation; General Practice; Business Transactional; Real Estate; Insurance; Bankruptcy
0014y00002aVhtNAAS,Wills and Trusts; Civil Rights; General Practice; Employment; Business Transactional; Real Estate; Health and Elder Care; Family;Workers Compensation; Business Litigation; Insurance; Construction; Personal Injury; Bankruptcy
0014y00002aVjaGAAS,General Practice;Workers Compensation; Construction; Personal Injury; Business Litigation
0014y00002aVjCNAA0,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVhl0AAC,Business Litigation; Criminal; General Practice; Transportation; Real Estate; Environmental; Administrative; Government; Business Transactional
0014y00002aVmjhAAC,Business Litigation;Personal Injury
0014y00002aVhJdAAK,Wills and Trusts; Civil Rights; Bankruptcy; General Practice; Tax; Business Transactional; Health and Elder Care;Cyberspace; Government; Intellectual Property; Business Litigation
0014y00002aVifpAAC,General Practice; Consumer; Securities; Business Transactional; Business Litigation; Government;Cyberspace; Bankruptcy
0016000000d4E3SAAU,Consumer; Business Litigation;Criminal
0016000000pG0UHAA0,Civil Rights; Administrative
0014y00002aVmMyAAK,General Practice; Government;Administrative
0014y00002aVhtOAAS,General Practice; Government; Employment;Administrative
0014y00002aVk7OAAS,Business Litigation; Bankruptcy; General Practice; Employment; Business Transactional
0014y00002aVjCOAA0,General Practice;Family; Employment
0014y00002aVhJeAAK,Tax; General Practice;Real Estate
0014y00002aVifqAAC,Tax; General Practice;Real Estate
0014y00002aVmMzAAK,General Practice; Employment; Business Transactional; Real Estate; Health and Elder Care;Workers Compensation; Business Litigation; Insurance; Construction; Personal Injury; Bankruptcy
0014y00002aVhtPAAS,Other (See Details); Wills and Trusts; Criminal; Bankruptcy; General Practice; Employment; Business Transactional; Health and Elder Care; Family; Personal Injury; Business Litigation
0014y00002aVk7PAAS,Business Litigation; General Practice; Employment; Business Transactional; Real Estate; Health and Elder Care; Administrative; Insurance; Government; Construction; Personal Injury; Bankruptcy
0014y00002aVjCPAA0,Criminal; General Practice;Family
0014y00002aVhl3AAC,Consumer;General Practice; Real Estate; Government; Administrative; Bankruptcy
0014y00002aVifrAAC,Criminal;Personal Injury
0013000000CcFIPAA3,Construction; Business Litigation;Real Estate
0014y00002aVmN0AAK,Wills and Trusts; Civil Rights; Bankruptcy; General Practice; Tax; Workers Compensation; Business Transactional; Real Estate; Health and Elder Care; Environmental;Criminal; Insurance; Construction; Personal Injury; Business Litigation
0014y00002aVk7QAAS,General Practice; Business Transactional; Business Litigation;Cyberspace; Insurance; Government; Bankruptcy
0014y00002aVjCQAA0,Business Litigation; Bankruptcy; General Practice; Real Estate; Immigration; Personal Injury; Business Transactional
0014y00002aVmjkAAC,Other (See Details); General Practice; Consumer; Employment; Business Transactional; Real Estate; Family; Business Litigation; Construction; Bankruptcy
0014y00002aVhJgAAK,Business Litigation; Real Estate
0014y00002aVmN1AAK,Business Litigation; Tax; General Practice; Business Transactional; Real Estate; Bankruptcy
0014y00002aVhtRAAS,Civil Rights; Criminal
0014y00002aVjCRAA0,Civil Rights; Employment;General Practice; Real Estate; Government; Administrative; Personal Injury
0014y00002aVhl6AAC,Business Litigation; Employment; Securities
0014y00002aVmjlAAC,Business Litigation; Wills and Trusts; General Practice; Employment; Securities; Business Transactional; Real Estate; Health and Elder Care; Family; Insurance; Intellectual Property; Bankruptcy
0014y00002aVhJhAAK,Business Litigation; Bankruptcy; General Practice; Real Estate; Business Transactional
0014y00002aViftAAC,Employment; Transportation; Environmental;Cyberspace; Government; Intellectual Property; Business Litigation
0014y000026bvf1AAA,Native American; Criminal; Business litigation; General Practice; Employment; Real Estate; Administrative;Wills and Trusts; Intellectual Property
0014y00002aVmN2AAK,Civil Rights; General Practice; Consumer; Employment; Business Transactional; Real Estate; Health and Elder Care;Workers Compensation; Business Litigation; Insurance; Construction; Personal Injury; Bankruptcy
0014y00002aVjCSAA0,Business Litigation; Bankruptcy; General Practice; Real Estate; Business Transactional
0014y00002aVhJiAAK,Tax; General Practice;Real Estate
0014y00002aVmN3AAK,Construction; Workers Compensation; General Practice;Personal Injury
0014y00002aVmjnAAC,General Practice; Employment; Securities; Business Transactional; Family;Workers Compensation; Business Litigation; Construction; Personal Injury; Bankruptcy
0014y00002aVhJjAAK,Civil Rights; Tax; General Practice; Consumer; Employment; Business Transactional; Business Litigation; Government;Cyberspace; Bankruptcy
0016000000uXODOAA4,Criminal;  Family
0014y00002aVmN4AAK,Civil Rights; General Practice; Employment; Health and Elder Care;Workers Compensation; Insurance; Construction; Personal Injury; Business Litigation
0014y00002aVhtUAAS,Business Litigation; General Practice; Business Transactional; Health and Elder Care; Insurance; Intellectual Property; Personal Injury; Bankruptcy
0014y00002aVjaNAAS,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVjCUAA0,General Practice; Business Transactional; Business Litigation;Cyberspace; Government; Intellectual Property; Bankruptcy
0014y000026bvf5AAA,Environmental; Business Litigation
0010e00001NWgvcAAD,Criminal; General Practice; Government;Administrative
0014y00002aVmN5AAK,Wills and Trusts; Criminal; Employment;General Practice; Real Estate; Family
0014y00002aVhtVAAS,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVhJlAAK,General Practice; Health and Elder Care
0014y00002aVhtWAAS,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVjCWAA0,Business Litigation; General Practice; Business Transactional; Real Estate; Health and Elder Care; Administrative; Insurance; Government; Personal Injury; Bankruptcy
0014y00002aVhlBAAS,Tax; General Practice; Real Estate;Wills and Trusts
0014y00002aVmjqAAC,Business Litigation;Personal Injury
0014y00002aVhJmAAK,Business Litigation; General Practice; Employment; Business Transactional; Real Estate; Construction; Bankruptcy
0014y000026bvf7AAA,Immigration;Environmental; General Practice; Real Estate
0014y00002aVjCXAA0,Wills and Trusts; Civil Rights; Criminal; Tax; General Practice; Consumer; Workers Compensation; Real Estate; Environmental; Health and Elder Care; Administr; Government;Constitutional; Insurance; Construction; Business Litigation; Professional Practices
0014y00002aVhJnAAK,General Practice; Health and Elder Care;Personal Injury
0014y00002aVhlDAAS,Business Litigation; General Practice; Health and Elder Care; Insurance; Personal Injury
0014y00002aVmjsAAC,Criminal; Employment;General Practice; Family; Administrative
0014y00002aVhJoAAK,Business Litigation; Wills and Trusts; Tax; General Practice; Employment; Business Transactional; Real Estate; Family; Bankruptcy
0014y00002aVIrRAAW,Tax; General Practice;Real Estate
0014y00002aVmjtAAC,Business Litigation; Bankruptcy; General Practice; Real Estate; Business Transactional
0014y00002aVhtaAAC,Business Litigation; Bankruptcy; General Practice; Securities; Business Transactional
0014y00002aVhlFAAS,Business Litigation; General Practice; Business Transactional; Real Estate; Insurance; Bankruptcy
0014y00002aVmjuAAC,General Practice; Employment;Health and Elder Care; Government; Administrative
0014y00002aVhJqAAK,General Practice; Employment; Family;Wills and Trusts
0014y000026bvfBAAQ,General Practice; Personal Injury;Insurance
0010e00001NWfLtAAL,Securities;  Business Transactional; Business Litigation
0014y00002aVhtbAAC,Business litigation; Securities
0014y00002aVjCbAAK,Immigration; General Practice
0014y000026bvfCAAQ,Business litigation; General Practice; Employment; Real Estate; Administrative;Intellectual Property
0013000000CbN5rAAF,Wills and Trusts; General Practice; Employment; Business Transactional; Real Estate; Family;Workers Compensation; Business Litigation; Construction; Personal Injury; Bankruptcy
0010e00001ODAZ5AAP,Wills and Trusts;  Business Transactional;  Real Estate;Employment; Business Litigation
0014y00002aVhlIAAS,General Practice; Government; Employment;Administrative
0014y00002aVmjwAAC,Criminal; Employment;General Practice; Family; Administrative
0014y00002aVhJtAAK,Business Litigation; General Practice; Employment; Real Estate; Construction
0010e00001QRpOAAA1,Wills and Trusts; General Practice; Business Transactional; Real Estate; Health and Elder Care;Workers Compensation; Business Litigation; Construction; Personal Injury; Bankruptcy
0010e00001NWfLwAAL,Government;  Civil Rights; Administrative;Criminal;  Immigration
0016000000oiuUZAAY,Business Transactional; Business Litigation;Construction
0014y00002aVmjyAAC,Tax; General Practice; Consumer; Employment; Business Transactional; Real Estate; Family; Business Litigation;Criminal; Intellectual Property; Personal Injury; Bankruptcy
0014y00002aVhJuAAK,Wills and Trusts;General Practice; Family; Government; Administrative
0010e00001NWjnpAAD,Employment;  Wills and Trusts;Personal Injury;  Business Transactional;  Real Estate; Business Litigation
0014y00002aVjCfAAK,Civil Rights; Tax; General Practice; Consumer; Employment; Business Transactional; Real Estate; Environmental; Family; Business Litigation;Criminal; Immigration; Personal Injury; Bankruptcy
0014y00002aVhlLAAS,Business Litigation; General Practice; Business Transactional; Real Estate; Insurance; Bankruptcy
0014y00002aVmk0AAC,Intellectual Property; General Practice; Employment
0014y00002aVhJwAAK,General Practice; Tax; Criminal; Real Estate
0016000000ohLaOAAU,General Practice;Family; Employment
0014y00002aVhJxAAK,Business Litigation; General Practice; Employment; Business Transactional; Real Estate; Family; Construction; Bankruptcy
0014y000026bvfHAAQ,General Practice; Criminal
0016000000pG2CHAA0,Education;Criminal
0014y00002aVhlOAAS,Tax; General Practice; Real Estate;Wills and Trusts
0014y00002aVmk2AAC,Business Litigation; Wills and Trusts; General Practice; Consumer; Employment; Real Estate; Construction; Personal Injury; Bankruptcy
0014y00002aVhJyAAK,General Practice;Wills and Trusts
0014y00002aVhK0AAK,General Practice;Administrative
0013000000CbOx8AAF,Criminal; General Practice;Family; Employment
0014y00002aVhlRAAS,General Practice;Family; Employment
0013000000Cc6WTAAZ,Civil Litigation; Real Estate; Civil Litigation; Intellectual Property; Wills and Trusts; Mediation;Estate Planning;Guardianship; Employment;Real Estate; Bankruptcy; Business Litigation; Business Transactional; Civil Rights; Estate Planning;Mediation;Bankruptcy; Debtor and Creditor;Debtor and Creditor; Guardianship
0014y00002aVlcAAAS,Business Litigation; Bankruptcy; General Practice; Administrative; Business Transactional
0010e00001NW5zCAAT,Business Litigation; General Practice; Health and Elder Care; Insurance; Personal Injury
0014y00002aVlc7AAC,General Practice; Business Transactional; Environmental;Workers Compensation; Business Litigation; Construction; Personal Injury; Bankruptcy
0014y00002aVlc8AAC,Business Litigation; Bankruptcy; General Practice; Environmental; Business Transactional
0014y00002aVlc9AAC,Transportation;Environmental; Administrative; Business Litigation
0016000000pG0dTAAS,Government;Employment
0013000000CbyrrAAB,Workers' Compensation;Wills; Workers' Compensation/Claimant;Workers' Compensation/Claimant; Adoption;Family; Family;Child and Family; Wills;Criminal;Workers' Compensation; Child and Family; Marital and Family;Marital and Family; Trusts and Estates
0014y00002aVlcBAAS,Real Estate; Insurance;Bankruptcy
0014y00002aVlcCAAS,Business Litigation; Tax; General Practice; Business Transactional; Real Estate; Bankruptcy
0014y00002aVHDyAAO,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVl6mAAC,Criminal;Environmental; General Practice; Real Estate
0016000000pG0aVAAS,Criminal; General Practice; Employment; Business Transactional; Real Estate; Family;Workers Compensation; Business Litigation; Construction; Personal Injury; Bankruptcy
0014y00002aVlcEAAS,Antitrust;Environmental; General Practice; Business Litigation
0014y00002aVl6nAAC,Wills and Trusts; Bankruptcy; General Practice; Workers Compensation; Business Transactional; Health and Elder Care; Environmental;Cyberspace; Government; Construction; Personal Injury; Business Litigation
0014y00002aVlcFAAS,Business Litigation; Bankruptcy; General Practice; Securities; Business Transactional
0014y00002aVl6oAAC,Wills and Trusts; General Practice; Consumer; Business Transactional; Real Estate;Workers Compensation; Business Litigation; Construction; Personal Injury; Bankruptcy
0014y00002aVlcGAAS,Criminal; General Practice;Family; Employment
0013000000Cb37RAAR,Criminal Appellate; Criminal; Workers Compensation;Criminal; Personal Injury;Criminal Appellate
0014y00002cwpWBAAY,Wills and Trusts; Administrative;Real Estate;  Business Transactional
0014y00002aVl6sAAC,General Practice; Business Transactional; Business Litigation; Government;Cyberspace; Bankruptcy
0014y00002cwpWLAAY,Wills and Trusts; Administrative;Real Estate;  Business Transactional
0014y00002aVlcJAAS,Environmental; General Practice; Real Estate; Employment
0014y00002aVl6tAAC,Business Litigation; General Practice; Health and Elder Care; Insurance; Personal Injury
0014y00002aVNNJAA4,Other (See Details); Wills and Trusts; Tax; General Practice; Employment; Business Transactional; Real Estate; Business Litigation; Intellectual Property; Bankruptcy
0016000000ogUXQAA2,Wills and Trusts;  Real Estate;Bankruptcy
0016000000JGDyhAAH,General Practice;Family; Employment
0014y00002aVlcLAAS,Business Litigation; Criminal; Bankruptcy; General Practice; Employment; Family; Immigration; Personal Injury; Business Transactional
0014y00002aVl6vAAC,General Practice;Bankruptcy
0014y00002aVlvhAAC,Business Litigation; Employment
0014y00002aVlcMAAS,Business Litigation; General Practice; Business Transactional;Bankruptcy
0014y00002aVeL4AAK,Business Litigation; General Practice; Employment; Transportation; Real Estate; Environmental; Construction
0014y00002cwpWaAAI,Wills and Trusts; Administrative;Real Estate;  Business Transactional
0013000000Cb1HfAAJ,Health and Elder Care;  Tax; Business Transactional;Real Estate
0013000000CbiGaAAJ,Real Estate;Bankruptcy
0014y00002aVlviAAC,Tax;General Practice; Real Estate; Government; Administrative
0014y00002aVlcNAAS,Wills and Trusts; Criminal; Employment;General Practice; Real Estate; Family; Environmental
0014y00002aVl6xAAC,Business Litigation; General Practice; Business Transactional; Environmental; Administrative; Bankruptcy
0014y00002aVl6yAAC,General Practice;Family; Employment
0014y00002aVlvmAAC,Criminal; General Practice;Family; Employment
0014y00002aVl70AAC,Business Litigation; Civil Rights; Tax; General Practice; Business Transactional; Real Estate; Bankruptcy
0014y00002aVlvoAAC,Employment;General Practice; Health and Elder Care; Insurance; Personal Injury
0014y00002aVl71AAC,Business Litigation; Bankruptcy; General Practice; Real Estate; Business Transactional
0010e00001NW65LAAT,Criminal;Environmental; General Practice; Real Estate
0014y00002aVlvpAAC,Bankruptcy; General Practice; Securities; Business Transactional; Health and Elder Care;Cyberspace; Government; Intellectual Property; Business Litigation
0014y00002aVlcSAAS,Business Litigation; Bankruptcy; General Practice; Environmental; Business Transactional
0014y00002aVl72AAC,Civil Rights; Tax; General Practice; Employment; Business Transactional; Environmental;Workers Compensation; Business Litigation; Insurance; Construction; Personal Injury; Bankruptcy
0014y00002aVlvqAAC,General Practice; Government;Administrative
0014y00002aVlcTAAS,Business Litigation; General Practice; Employment; Business Transactional; Government; Administrative; Immigration; Bankruptcy
0013000000CbhPZAAZ,Insurance;Trial; Trial; Civil Litigation; Personal Injury; Medical Malpractice
0014y00002aVh4DAAS,General Practice; Real Estate;Wills and Trusts
0014y00002aVl74AAC,Business Litigation; General Practice; Employment; Real Estate; Construction
0014y00002aVNOAAA4,Civil Rights; Bankruptcy; General Practice; Other (See Details); Consumer; Business Transactional; Real Estate; Environmental; Administrative;Criminal; Government; Business Litigation
0014y00002aVlcVAAS,Intellectual Property;Business litigation
0010e00001OCwhoAAD,Administrative;Criminal;  Family
0014y00002aVlvtAAC,Immigration; General Practice
0014y00002aVh4BAAS,Real Estate;Entertainment; Insurance; Intellectual Property; Wills and Trusts; Criminal; Tax; S; Consumer; Family; Government; Construction; Business Litigation; Civil Rights; General Practice; Cyberspace; Workers Compensation; Environmental; Immigration
0014y00002dfVahAAE,Business Litigation; Wills and Trusts; Tax; General Practice; Consumer; Employment; Business Transactional; Real Estate; Bankruptcy
0014y00002LuCpYAAV,Real Estate;Criminal;  Family
0014y00002aVlvuAAC,Business Litigation; Civil Rights; Entertainment; Bankruptcy; General Practice; Tax; Criminal; Employment; Family; Immigration; Business Transactional
0014y00002aVlcXAAS,Business Litigation; General Practice; Employment; Real Estate; Construction
0016000000pHVoxAAG,Business Litigation; Wills and Trusts; Tax; General Practice; Real Estate; Business Transactional
0013000000CbrU7AAJ,Wills and Trusts; Business Litigation;Family
0014y00002aVlvxAAC,Other (See Details); Civil Rights; Tax; General Practice; Administrative
0014y00002aVl79AAC,Wills and Trusts; Employment;General Practice; Family; Administrative; Personal Injury
0014y00002aVl7AAAS,General Practice;Wills and Trusts
0010e00001NWMjIAAX,Intellectual Property;Bankruptcy
0016000000vxhw0AAA,Criminal;  Family
0014y00002aVl7BAAS,Business Litigation; Bankruptcy; General Practice; Securities; Business Transactional
0014y00002Q0qL8AAJ,Business Transactional;  Personal Injury;  Business Litigation;  Real Estate;  Intellectual Property;Bankruptcy
0014y00002aVl7CAAS,General Practice; Business Transactional; Business Litigation;Cyberspace; Government; Intellectual Property; Bankruptcy
0014y00002aVlw1AAC,General Practice; Health and Elder Care
0014y00002aVlw2AAC,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVh4KAAS,General Practice;Family; Employment
0014y00002aVSbHAAW,Other (See Details); Personal Injury
0013000000CbWJiAAN,Business Litigation; Wills and Trusts; Bankruptcy; General Practice; Real Estate; Business Transactional
0014y00002cthQfAAI,Wills and Trusts;  Medical Malpractice;Criminal;  Family
0016000000vy1nbAAA,Business Transactional; Business Litigation;Family
0014y00002aVl7FAAS,General Practice;Wills and Trusts
0016000000ohLldAAE,Business Litigation; Entertainment; Real Estate
0014y00002aVh4MAAS,Criminal;Environmental; General Practice; Real Estate
0014y00002aVl7GAAS,General Practice;Wills and Trusts
0013000000CbNWMAA3,Wills and Trusts;Family
0010e00001NWMoOAAX,Government;  Class Action; Business Litigation
0016000000ohLleAAE,Intellectual Property;Business litigation
0014y00002aVlw5AAC,General Practice;Wills and Trusts
0014y00002aVlw7AAC,Business Litigation; Criminal; General Practice; Government; Administrative
0016000000ohLlhAAE,Intellectual Property;Business litigation
0010e00001NWhwMAAT,Administrative;Health and Elder Care;  Insurance
0010e00001NWfYHAA1,Transportation;Personal Injury
0014y00002aVh4TAAS,Wills and Trusts; Criminal; Employment;General Practice; Family; Environmental
0010e00001QRooyAAD,Wills and Trusts; General Practice; Real Estate;Bankruptcy
0010e00001NW6BaAAL,Criminal;Personal Injury
0014y00002aVOqXAAW,General Practice; Health and Elder Care;Insurance
0016000000ohLlqAAE,Family;Personal Injury
0014y00002aVh4XAAS,Tax; General Practice;Real Estate
0010e00001NWi2JAAT,Wills and Trusts; Bankruptcy; General Practice; Other (See Details); Workers Compensation; Real Estate; Business Litigation; Construction; Personal Injury; Business Transactional;Bankruptcy
0014y00002aVjJGAA0,Civil Rights; Criminal; General Practice; Consumer;Workers Compensation; Business Litigation; Insurance; Construction; Personal Injury; Bankruptcy
0013000000CbiM1AAJ,Business Litigation; Bankruptcy; General Practice; Employment; Family; Business Transactional
0014y00002aVjUBAA0,Government;Cyberspace
0014y00002aVjJHAA0,Business Litigation;Personal Injury
0016000000ohLr6AAE,Other (See Details); Transportation; Environmental
0014y00002aVh4eAAC,Other (See Details); Civil Rights; General Practice; Employment; Family; Health and Elder Care; Business Transactional
0014y00002aVjJIAA0,Criminal; Employment;General Practice; Government; Administrative
0014y00002aVjUDAA0,Wills and Trusts; Criminal; Employment;General Practice; Family; Personal Injury
0014y00002aVm2KAAS,Business Transactional; General Practice; Business Litigation;Bankruptcy
0014y00002aVjJKAA0,General Practice; Real Estate;Wills and Trusts
