Salesforce Account Id,Cleaned Practice Areas
0016000000ogdxRAAQ,Consumer; General Practice; Business Transactional; Employment; Bankruptcy; Family;Criminal; Business Litigation; Personal Injury
0016000000pG2wiAAC,Business Litigation; General Practice; Real Estate; Construction; Employment; Bankruptcy; Family; Wills and Trusts; Personal Injury
0014y00002aVmWgAAK,Business Litigation; Environmental; General Practice; Business Transactional; Bankruptcy
0014y00002aVihaAAC,Environmental; Administrative; Business Litigation
0014y00002aVl97AAC,Health and Elder Care; Environmental; Real Estate;General Practice; Criminal; Insurance
0016000000pG2hJAAS,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Wills and Trusts; Insurance
0014y00002aViP2AAK,Business Litigation; Transportation; Environmental; General Practice; Administrative; Government
0014y00002aVihbAAC,Personal Injury; Business Litigation
0014y00002aVl98AAC,Employment;General Practice; Criminal; Family; Personal Injury
0016000000mWe9KAAS,Real Estate; Administrative;General Practice; Tax; Government
0014y00002aVmWiAAK,Health and Elder Care;General Practice
0014y00002aVihcAAC,General Practice; Health and Elder Care;Insurance
0014y00002aVl9AAAS,Business Litigation; General Practice; Real Estate; Construction; Employment
0013000000Cat8HAAR,Health and Elder Care;Administrative; Real Estate; Class Action; Intellectual Property; Insurance; Civil Rights; Business Litigation; Other (See Details); Transportation; Employment; Bankruptcy; Family; Business Transactional; Wills and Trusts; Tax; Antitrust; Criminal; Government; Personal Injury
0016000000ogdxUAAQ,General Practice; Wills and Trusts;Environmental; Real Estate
0014y00002aVmWkAAK,General Practice; Business Transactional;Cyberspace; Bankruptcy; Business Litigation; Government
0014y00002aViNrAAK,Business Litigation; General Practice; Real Estate; Construction; Employment
0014y00002aVfIwAAK,Business Litigation; General Practice; Business Transactional; Securities; Bankruptcy
0014y00002aViP5AAK,Government;Cyberspace
0014y00002aViNoAAK,Administrative; Employment;General Practice; Civil Rights; Government
0014y00002aVl9DAAS,Criminal;General Practice
0014y00002aVfIxAAK,General Practice; Business Transactional; Securities;Cyberspace; Employment; Bankruptcy; Business Litigation; Government
0013000000CcLeuAAF,General Practice; Real Estate; Constitutional; Product Liability; Criminal; Family; Civil Rights; Professional Practices;Medical Malpractice; Personal Injury
0016000000o5ggkAAA,Business Litigation;  Personal Injury;  Medical Malpractice;  Business Transactional;  Employment;  Government;Bankruptcy
0013000000CaszZAAR,Health and Elder Care; Administrative;General Practice; Insurance; Personal Injury
0014y00002aVmWmAAK,Environmental; General Practice; Real Estate; Construction; Business Transactional; Employment; Bankruptcy;Criminal; Business Litigation
0014y00002aVihfAAC,General Practice; Business Transactional; Business Litigation;Bankruptcy
0014y00002aVl9EAAS,Business Litigation; General Practice; Business Transactional; Employment; Bankruptcy
0016000000ohMerAAE,Administrative; Constitutional;General Practice; Professional Practices; Government
0014y00002aVmWnAAK,Business Litigation; General Practice; Real Estate; Business Transactional; Securities; Bankruptcy; Insurance; Tax
0014y00002aViNqAAK,Business Litigation; General Practice; Business Transactional; Bankruptcy; Insurance
0014y00002aVl9FAAS,Tax;Real Estate; General Practice
0014y00002aVfIzAAK,Administrative; Employment;General Practice; Civil Rights; Government
0016000000ohMesAAE,Tax;Real Estate; General Practice
0014y00002aVRQZAA4,Business Litigation; Business Transactional; Employment; Class Action; Civil Rights
0014y00002aViP8AAK,General Practice; Wills and Trusts;Environmental; Real Estate
0014y00002aVihhAAC,General Practice; Government;Administrative; Employment
0014y00002aViNsAAK,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy
0014y00002aVfJ0AAK,Health and Elder Care; Real Estate; Employment;General Practice; Criminal; Family; Wills and Trusts
0010e00001OCxEcAAL,Government;Employment
0014y00002aViNtAAK,Wills and Trusts; Health and Elder Care; General Practice
0014y00002aVl9HAAS,Government;Cyberspace
0014y00002aVfJ1AAK,Business Litigation; Environmental; General Practice; Business Transactional; Employment; Bankruptcy
0014y00002aViPAAA0,Business Litigation; Environmental; General Practice; Business Transactional; Bankruptcy; Wills and Trusts
0014y00002aVihjAAC,Business Litigation; Health and Elder Care; General Practice; Business Transactional; Securities; Bankruptcy; Insurance
0014y00002aViNuAAK,General Practice; Administrative; Professional Practices;Medical Malpractice; Government
0014y00002aVl9IAAS,Employment;General Practice; Criminal; Family; Wills and Trusts
0014y00002aVfJ2AAK,Environmental; Real Estate; Employment;General Practice; Criminal; Family; Personal Injury
0016000000ohMevAAE,Environmental; Real Estate; Administrative;General Practice; Criminal; Government
0014y00002aVmWrAAK,Business Litigation; Health and Elder Care; Environmental; General Practice; Real Estate; Business Transactional; Bankruptcy; Wills and Trusts
0014y00002aVihkAAC,Consumer; General Practice; Construction;Workers Compensation; Bankruptcy; Business Litigation; Personal Injury
0014y00002aVfJ3AAK,Business Litigation; General Practice; Business Transactional; Bankruptcy; Personal Injury
0016000000ojrUzAAI,Family; Business Litigation;Product Liability
0016000000oge0UAAQ,Health and Elder Care;General Practice
0010e00001NWivxAAD,Personal Injury; Business Litigation
0014y00002aVmWsAAK,Real Estate; Securities; Administrative;General Practice; Government
0014y00002aVl9KAAS,General Practice; Government;Administrative; Criminal
0010e00001OCsJoAAL,Administrative; Environmental; General Practice; Business Transactional; Real Estate; Administrative; Product Liability; Criminal; Bankruptcy; Intellectual Property; Business Litigation; Government
0014y00002ckH97AAE,Health and Elder Care;Administrative; Real Estate; Intellectual Property; Insurance; Business Litigation; Other (See Details); Employment; Bankruptcy; Family; Immigration; Business Transactional; Securities; Constitutional; Wills and Trusts; Tax; Consumer; Antitrust; General Practice; Criminal; Government; Personal Injury
0016000000oge0VAAQ,General Practice; Health and Elder Care;Business Transactional; Business Litigation
0016000000ohOPkAAM,General Practice; Criminal; Real Estate;Environmental
0014y00002aVl9LAAS,Health and Elder Care; General Practice; Business Transactional; Wills and Trusts; Business Litigation;Other (See Details)
0014y00002aVmWuAAK,Tax;Real Estate; General Practice
0014y00002aVRQgAAO,Business Litigation; Health and Elder Care; Environmental; General Practice; Real Estate; Business Transactional; Wills and Trusts; Tax; Personal Injury
0014y00002aViPEAA0,Wills and Trusts; Real Estate; General Practice
0010e00001NW6N7AAL,Class Action;Criminal
0014y00002aVmWvAAK,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy
0014y00002aVihoAAC,General Practice; Criminal;Business Transactional; Civil Rights
0014y00002aViNzAAK,Wills and Trusts; General Practice
0014y00002ckGYzAAM,General Practice; Family;Administrative; Health and Elder Care
0014y00002aVfJ7AAK,Business Litigation; General Practice; Real Estate; Business Transactional; Employment; Bankruptcy
0010e00001NW5H8AAL,Business Litigation; Environmental; General Practice; Real Estate; Business Transactional; Bankruptcy
0010e00001NW6N8AAL,Health and Elder Care; Environmental; General Practice; Real Estate; Criminal; Insurance; Civil Rights; Personal Injury;Other (See Details)
0010e00001NWO0UAAX,Tax;  Business Transactional;  Employment; Business Litigation
0014y00002aVRQiAAO,Business Litigation; Health and Elder Care; General Practice; Real Estate; Administrative; Class Action; Family; Wills and Trusts; Tax
0014y00002aVihpAAC,General Practice; Health and Elder Care;Family
0014y00002aViO0AAK,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy
0014y00002aVl9OAAS,General Practice;Immigration
0014y00002aVfJ8AAK,Business Litigation; Employment; General Practice
0014y00002aVRDeAAO,Business Litigation; Health and Elder Care; Environmental; General Practice; Real Estate; Business Transactional; Administrative; Employment; Class Action; Family; Wills and Trusts; Civil Rights; Tax; Personal Injury
0014y00002aVmWxAAK,General Practice; Wills and Trusts;Environmental; Real Estate
0014y00002aVkV9AAK,General Practice; Criminal; Real Estate;Environmental
0014y00002aVihqAAC,Employment;General Practice; Criminal; Family; Wills and Trusts
0014y00002aViO1AAK,General Practice; Business Transactional; Business Litigation;Bankruptcy
0014y00002aVl9PAAS,General Practice; Business Transactional; Administrative; Bankruptcy; Family; Business Litigation; Government;Other (See Details)
0014y00002aVfJAAA0,Environmental; Real Estate; Administrative;General Practice; Criminal; Government
0016000000oge0bAAA,General Practice; Wills and Trusts;Environmental
0010e00001NWgI1AAL,Securities; Civil Rights
0016000000ohOV1AAM,General Practice; Government;Administrative
0014y00002aVmWyAAK,Environmental; Personal Injury; General Practice; Business Transactional;Workers Compensation; Administrative; Real Estate; Construction; Criminal; Business Litigation; Government
0014y00002aVkVAAA0,General Practice;Family; Employment
0014y00002aViO2AAK,Business Litigation; Health and Elder Care; Personal Injury; General Practice; Administrative; Government
0014y00002aVl9QAAS,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Wills and Trusts; Tax
0014y00002aVfJBAA0,Administrative; Employment
0013000000CbY8BAAV,Construction;Trial; Civil Trial; Trial; Wills and Trusts; Other (See Details)
0016000000ohNeoAAE,Environmental; General Practice; Construction;Workers Compensation; Personal Injury
0016000000pG2roAAC,Business Litigation; Health and Elder Care; General Practice; Business Transactional; Bankruptcy; Insurance
0014y00002aVkVCAA0,General Practice; Real Estate; Criminal; Wills and Trusts; Personal Injury;Health and Elder Care
0014y00002aVihsAAC,Personal Injury; General Practice; Administrative; Family; Insurance; Civil Rights; Tax; Government;Health and Elder Care
0014y00002aViO3AAK,Business Litigation; Health and Elder Care; General Practice; Business Transactional; Bankruptcy
0014y00002aVl9RAAS,General Practice;Family; Employment
0014y00002aVkVDAA0,General Practice; Criminal; Real Estate;Environmental
0014y00002ckGZ4AAM,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Wills and Trusts
0014y00002aVl9SAAS,General Practice;Family; Employment
0014y00002aVfJDAA0,General Practice; Criminal; Real Estate;Environmental
0014y00002aVmX2AAK,Wills and Trusts; Intellectual Property; General Practice
0014y00002aVihuAAC,Transportation; Environmental; General Practice; Real Estate;Workers Compensation; Construction; Employment; Business Litigation; Personal Injury
0014y00002aViO5AAK,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy
0014y00002ckGZ5AAM,Business Litigation; Environmental; General Practice; Business Transactional; Bankruptcy
0014y00002aVl9TAAS,Environmental; Real Estate; Administrative;General Practice; Criminal; Government
0014y00002aVfJEAA0,Health and Elder Care; Environmental; Workers Compensation; General Practice; Construction; Business Transactional; Administrative; Personal Inju; Bankruptcy; Insurance; Business Litigation; Professional Practices; Medical Malpractice;Other (See Details)
0014y00002aVihvAAC,Transportation; Environmental; Real Estate; Administrative;General Practice; Criminal
0013000000CbtioAAB,Real Estate; Employment
0016000000pGBlwAAG,General Practice; Business Transactional; Business Litigation;Bankruptcy
0014y00002aViO7AAK,Wills and Trusts; Real Estate; Tax; General Practice
0014y00002ckGZ7AAM,Business Litigation; Civil Rights
0014y00002aVfJHAA0,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Tax
0016000000ohMX8AAM,Business Litigation; Business Transactional
0016000000ohOV8AAM,General Practice; Government;Administrative
0014y00002aVmX5AAK,General Practice;Family; Employment
0014y00002aVkVHAA0,Environmental; Real Estate;General Practice; Criminal; Personal Injury
0014y00002aViO8AAK,Business Litigation; Health and Elder Care; General Practice; Business Transactional; Securities; Administrative; Insurance
0014y00002ckGZ8AAM,Business Litigation; Environmental; General Practice; Business Transactional; Bankruptcy; Civil Rights; Tax
0016000000o6Te6AAE,Criminal;  Personal Injury
0016000000mWfALAA0,Family;  Environmental;Employment
0014y00002aVmX6AAK,Administrative; Employment;General Practice; Criminal; Family; Government
0014y00002aVkVIAA0,Environmental; Real Estate; Administrative;General Practice; Criminal
0014y00002aVfJJAA0,Business Litigation; Health and Elder Care; Consumer; General Practice; Business Transactional; Employment; Bankruptcy; Family; Wills and Trusts; Insurance; Civil Rights
0014y00002aVR9YAAW,Real Estate;General Practice; Family; Wills and Trusts; Tax
0016000000oge2yAAA,Tax;Civil Rights; General Practice
0014y00002aVkVJAA0,Personal Injury; Employment
0014y00002aViOAAA0,Health and Elder Care; General Practice; Real Estate;Workers Compensation; Construction; Business Transactional; Bankruptcy; Insurance; Business Litigation; Personal Injury
0014y00002aVfJKAA0,Intellectual Property;Business litigation
0016000000o5yXzAAI,Administrative;Civil Rights
0014y00002aVmX8AAK,Criminal;Personal Injury; Business Litigation
0014y00002aVkVKAA0,General Practice; Health and Elder Care;Administrative
0014y00002aVmpmAAC,General Practice; Criminal; Administrative;Other (See Details)
0014y00002aViOBAA0,Business Litigation; Entertainment; General Practice; Real Estate; Construction; Employment; Intellectual Property
0014y00002aVfJLAA0,Health and Elder Care; General Practice; Real Estate;Workers Compensation; Construction; Bankruptcy; Wills and Trusts; Personal Injury
0014y00002aVR9cAAG,Business Litigation; Business Transactional; Employment; Class Action; Civil Rights; Personal Injury
0016000000ohO6RAAU,Wills and Trusts; Real Estate; General Practice
0014y00002aVkVMAA0,General Practice; Business Transactional; Administrative; Business Litigation; Government;Other (See Details)
0014y00002aViODAA0,General Practice;Administrative
0014y00002dfVZWAA2,Environmental; Business Litigation
0016000000oge32AAA,Business Litigation; Civil Rights
0016000000ohOVEAA2,General Practice; Government;Administrative
0014y00002aVkVNAA0,Health and Elder Care; Environmental; General Practice; Business Transactional; Employment; Bankruptcy; Insurance; Civil Rights; Business Litigation; Tax;Other (See Details)
0014y00002aVmpqAAC,General Practice; Family;Criminal; Employment
0014y00002aViOEAA0,Consumer; General Practice; Real Estate; Business Transactional; Employment; Bankruptcy; Family;Criminal; Wills and Trusts; Business Litigation
0014y00002aVmprAAC,Antitrust; General Practice; Workers Compensation; Construction; Business Transactional; Securities; Bankruptcy;Criminal; Business Litigation; Personal Injury
0014y00002aViOFAA0,Employment;General Practice; Criminal; Family; Wills and Trusts
0010e00001OGV4kAAH,Transportation; Administrative; Environmental;Other (See Details)
0014y00002aVkVPAA0,Environmental; General Practice; Real Estate; Business Transactional;Cyberspace; Securities; Employment; Bankruptcy; Wills and Trusts; Insurance; Business Litigation; Government
0013000000CbW8IAAV,Real Estate;Trial;Criminal; Insurance; Contracts;Contracts;Business Litigation;Insurance; Civil Litigation; Employment; Family;Product Liability;Civil Trial;Personal Injury; Workers Compensation; Business Transactional; Consumer; Civil Trial; Product Liability; Trial; Criminal; Personal Injury; Medical Malpractice
0016000000ohO6TAAU,Real Estate; Employment;General Practice; Family; Wills and Trusts
0014y00002aVRR0AAO,Business Litigation; Business Transactional; General Practice
0014y00002aViOHAA0,Administrative;General Practice; Family; Civil Rights; Tax; Government
0016000000ohMOdAAM,Business Litigation; Consumer; General Practice; Real Estate; Business Transactional; Constitutional; Product Liability; Class Action; Bankruptcy; Family; Wills and Trusts; Civil Rights; Professional Practices; Personal Injury
0014y00002aVkVRAA0,Environmental; General Practice; Construction;Workers Compensation; Real Estate; Employment; Personal Injury
0014y00002aVkUDAA0,Transportation;Environmental; Administrative
0014y00002aVRAhAAO,Business Litigation; General Practice; Class Action; Professional Practices; Personal Injury; Medical Malpractice
0016000000ohO6VAAU,Real Estate;Environmental
0014y00002aVkVSAA0,General Practice; Criminal;Family; Employment
0010e00001NWQm1AAH,Health and Elder Care; Transportation; Cyberspace; Other (See Details); Environmental; Workers Compensation; General Practice; Business Transactional; Real Estate; Securities; Employment; Class Action; Intellectual Property; Bankruptcy; Business Litigation; Tax; Government;Bankruptcy
0014y00002aVmpwAAC,General Practice; Family; Employment;Other (See Details)
0014y000026cMR8AAM,Business Transactional; Real Estate; Business Litigation;General Practice
0013000000CcH8vAAF,Entertainment;Real Estate;  Tax;  Wills and Trusts
0014y00002aVkVUAA0,Administrative; Employment;General Practice; Family; Government
0014y00002aVmpxAAC,Tax;Real Estate; General Practice
0014y00002aVhvbAAC,Employment;General Practice; Criminal; Family; Wills and Trusts
0014y000026cMLXAA2,Real Estate;Environmental
0014y00002aVkVVAA0,Real Estate; Employment;General Practice; Criminal; Family
0014y00002aVmpzAAC,Intellectual Property; Government;Cyberspace
0014y00002aVkUEAA0,Entertainment;Personal Injury
0016000000mWdToAAK,Employment;Civil Rights;  Entertainment;  Intellectual Property
0016000000mWaXOAA0,Criminal;  Real Estate;  Personal Injury
0014y00002aVkVWAA0,General Practice; Government;Administrative; Real Estate
0014y00002aVmq0AAC,Tax;Real Estate; General Practice
0014y00002aVkUFAA0,General Practice; Government;Administrative; Employment
0014y00002aVkVXAA0,Tax;Real Estate; General Practice
0014y00002aVkUGAA0,General Practice; Bankruptcy;Criminal
0014y00002aVhveAAC,Entertainment;Cyberspace; Intellectual Property; Business Litigation; Government
0014y00002dfVZbAAM,General Practice; Criminal; Real Estate;Environmental
0013000000Cc6VfAAJ,Family;Bankruptcy
0016000000mVo2EAAS,Securities; Business Litigation;  Insurance
0014y000026cMLcAAM,General Practice; Criminal;Personal Injury
0014y00002aVkVZAA0,Personal Injury; Business Litigation
0014y00002aVkUIAA0,Business Litigation; General Practice; Business Transactional; Bankruptcy; Civil Rights; Tax
0016000000pG2x8AAC,General Practice;Family; Employment
0014y00002aVkVaAAK,Business Litigation; Health and Elder Care; General Practice; Insurance; Personal Injury
0014y00002aVmq4AAC,Business Litigation; General Practice; Real Estate; Construction; Administrative; Business Transactional; Constitutional; Employment; Bankruptcy; Family; Professional Practices; Government
0014y00002aVhvhAAC,General Practice;Family; Employment
0014y000026cMM2AAM,General Practice; Constitutional; Product Liability; Family; Civil Rights; Professional Practices;Medical Malpractice; Personal Injury
0016000000pyPB8AAM,Real Estate; Constitutional;  Personal Injury
0014y00002aVmq5AAC,Health and Elder Care; Entertainment; Workers Compensation; General Practice; Real Estate; Construction; Business Transactional; Employment; Bankruptcy; Family;Criminal; Wills and Trusts; Business Litigation; Personal Injury; Immigration
0014y00002aVhviAAC,Health and Elder Care; Personal Injury; General Practice; Real Estate; Construction;Cyberspace; Employment; Bankruptcy; Family; Insurance; Business Litigation; Government; Immigration
0014y00002aVmq6AAC,Real Estate; Insurance;Bankruptcy
0014y00002aVhvkAAC,General Practice; Business Transactional; Business Litigation;Bankruptcy
0014y000026cMNUAA2,Environmental; Employment; Criminal; Civil Rights;Native American
0014y00002aVhvlAAC,Business Litigation; Environmental; General Practice; Real Estate; Criminal; Civil Rights
0014y00002aVRDUAA4,Business Litigation; Health and Elder Care; Environmental; General Practice; Real Estate; Business Transactional; Wills and Trusts; Tax
0014y00002aVmq9AAC,Business Litigation; General Practice; Real Estate; Business Transactional; Securities; Bankruptcy; Insurance; Tax
0014y00002aVimXAAS,General Practice; Real Estate;Workers Compensation; Construction; Business Transactional; Employment; Bankruptcy; Business Litigation; Personal Injury
0016000000FfLQYAA3,Family;Criminal
0014y00002aVhvoAAC,Business Litigation; Environmental; General Practice; Business Transactional; Employment; Bankruptcy; Insurance
0016000000pGBnXAAW,Environmental; General Practice; Business Transactional; Bankruptcy; Business Litigation;Other (See Details)
0014y00002aVR9dAAG,Business Litigation; General Practice; Business Transactional; Real Estate; Employment; Wills and Trusts; Tax
0013000000CbSPUAA3,Health and Elder Care; Employment;General Practice; Criminal; Bankruptcy; Family; Wills and Trusts
00160000010ulXpAAI,Wills and Trusts;  Family;Criminal;  Personal Injury
0016000000mWcqeAAC,Consumer; General Practice; Business Transactional; Intellectual Property; Bankruptcy; Business Litigation;Bankruptcy
0014y00002aVmqCAAS,Intellectual Property; Government;Cyberspace
0014y00002aVhvqAAC,Business Litigation; General Practice; Business Transactional; Criminal; Civil Rights; Professional Practices; Tax; Medical Malpractice
0014y000026cMNcAAM,General Practice; Family; Criminal;Personal Injury
0016000000mWaekAAC,Trusts and Estates; Wills; Guardianship; Business;Real Estate; Wills and Trusts;Guardianship;Wills
0014y00002aVmqDAAS,General Practice; Criminal;Immigration
0014y00002aVimcAAC,Criminal;Personal Injury
0014y000026cMZXAA2,General Practice;Real Estate
0014y00002aVR9fAAG,Business Litigation; General Practice; Business Transactional; Administrative; Employment; Class Action; Wills and Trusts; Civil Rights; Tax
0014y00002aVgM3AAK,Wills and Trusts; Real Estate; Tax; General Practice
0014y00002aVkUUAA0,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Insurance
0014y00002aVhvsAAC,Transportation; Cyberspace; Environmental; Antitrust; General Practice; Real Estate; Construction;Entertainment; Workers Compensation; Intellectual Property; Family; Insurance; Professional Practices; Tax; Government; Business Litiga; Other (See Details)
0014y00002aVhvtAAC,Environmental; General Practice; Real Estate;Workers Compensation; Construction; Employment; Criminal; Business Litigation; Personal Injury
0013000000Cb2qhAAB,Business Litigation;  Business Transactional
0016000000mWcEqAAK,Business Litigation;  Intellectual Property
0014y00002aVgM6AAK,Business Litigation; General Practice; Business Transactional; Bankruptcy; Wills and Trusts
0014y00002aVimfAAC,Tax;Real Estate; General Practice
0014y00002aVGzhAAG,General Practice;Family; Employment
0014y00002aVgM7AAK,General Practice; Criminal; Family; Civil Rights;Other (See Details)
0016000000e3wN6AAI,Wills and Trusts;Family
0014y00002aVkUYAA0,Consumer; General Practice; Employment; Bankruptcy; Family; Wills and Trusts; Civil Rights; Business Litigation;Other (See Details)
0014y00002aVRAiAAO,General Practice; Real Estate; Family; Wills and Trusts; Tax;Health and Elder Care
0014y00002aVh2kAAC,Business Litigation; General Practice; Business Transactional; Employment; Criminal; Bankruptcy; Family; Personal Injury
0014y00002aVkUZAA0,Business Litigation; General Practice; Business Transactional; Administrative; Government
0014y00002aVh2mAAC,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Tax
0014y00002aVkUaAAK,Business Litigation; General Practice; Business Transactional; Administrative; Employment; Criminal; Bankruptcy; Family; Wills and Trusts; Personal Injury
0013000000CbdQIAAZ,General Practice; Real Estate; Business Transactional; Bankruptcy; Wills and Trusts; Business Litigation;Other (See Details)
0014y00002aVh2nAAC,Health and Elder Care; Consumer; General Practice; Real Estate; Construction; Business Transactional; Securities; Employment; Bankruptcy; Family;Criminal; Wills and Trusts; Business Litigation; Immigration
0014y00002aVimkAAC,General Practice; Health and Elder Care;Insurance
0016000000cJpNiAAK,Health and Elder Care; General Practice; Business Transactional; Criminal; Bankruptcy; Wills and Trusts; Business Litigation;Other (See Details)
0014y00002aVgMCAA0,Health and Elder Care; Entertainment; Environmental; General Practice; Real Estate;Workers Compensation; Administrative; Construction; Business Transactional; Intellectual Property; Bankruptcy; Family; Insurance; Personal; Business Litigation; Government
0014y00002dfVbcAAE,Business Litigation; Environmental; General Practice; Real Estate; Business Transactional; Administrative; Bankruptcy; Civil Rights; Tax; Government
0013000000CbbQVAAZ,Transportation; Other (See Details); Consumer; Environmental; General Practice; Business Transactional; Construction; Real Estate; Employment; Intellectual Property; Bankruptcy; Business Litigation;Bankruptcy
0014y00002aVgMDAA0,General Practice;Family
0014y00002aVimnAAC,General Practice;Immigration
0013000000CbLaUAAV,Health and Elder Care;Administrative; Construction; Real Estate; Class Action; Insurance; Civil Rights; Business Litigation; Employment; Bankruptcy; Immigration; Environmental; Workers Compensation; Business Transactional; Securities; Antitrust; General Practice; Product Liability; Government; Business litigation; Personal Injury; Medical Malpractice
0014y00002aVh2rAAC,Health and Elder Care; Consumer; General Practice; Administrative; Bankruptcy; Insurance; Professional Practices;Medical Malpractice; Government
0014y00002aVRC6AAO,General Practice; Business Transactional;Personal Injury; Business Litigation
0016000000ogdLfAAI,General Practice;Immigration
0016000000ohLdOAAU,Business Litigation; Entertainment; Health and Elder Care; Environmental; General Practice; Real Estate; Business Transactional; Bankruptcy; Wills and Trusts; Insurance
0010e00001OGa9bAAD,Medical Malpractice;Personal Injury
0016000000ohLdQAAU,General Practice; Administrative; Employment; Government;Health and Elder Care
0014y00002aVh2uAAC,Business Litigation; Health and Elder Care; General Practice; Business Transactional; Employment; Bankruptcy; Insurance
0016000000ohLLmAAM,Business Litigation; Health and Elder Care; General Practice; Business Transactional; Securities; Employment; Intellectual Property; Bankruptcy; Insurance; Civil Rights; Tax
0016000000ohLdRAAU,Environmental; General Practice; Real Estate; Business Transactional; Securities; Bankruptcy;Criminal; Insurance; Business Litigation
0014y00002aVh2vAAC,Consumer; General Practice; Employment; Bankruptcy;Other (See Details)
0014y00002aVnBvAAK,Health and Elder Care; Personal Injury; General Practice; Construction;Workers Compensation; Administrative; Business Transactional; Constitutional; Real Estate; Wills and Trust; Bankruptcy; Family; Business Litigation; Professional Practices; Government
0016000000ogdLiAAI,Wills and Trusts; General Practice
0010e00001NWj4TAAT,Business Litigation;Insurance;  Civil Rights
0016000000ohOCKAA2,Wills and Trusts; Real Estate; General Practice
0014y00002aVgMKAA0,General Practice; Administrative; Criminal; Family; Professional Practices;Medical Malpractice; Government
0014y00002aVh2wAAC,General Practice;Bankruptcy
0014y00002aVnBrAAK,Business Litigation; General Practice; Business Transactional; Bankruptcy; Civil Rights; Tax
0016000000ohLdTAAU,Real Estate; Employment;General Practice; Bankruptcy; Tax
0014y00002aVgMLAA0,Environmental; Consumer; General Practice; Real Estate; Business Transactional; Employment; Bankruptcy; Family;Criminal; Civil Rights; Business Litigation; Personal Injury
0014y00002aVh2xAAC,Business Litigation; Family; Employment; General Practice
0014y00002aVh2yAAC,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy
0016000000ohNj2AAE,Business Litigation; General Practice; Business Transactional; Bankruptcy; Wills and Trusts
0014y00002aVimwAAC,Environmental; General Practice; Real Estate;Workers Compensation; Construction; Business Transactional; Employment; Bankruptcy; Business Litigation; Personal Injury
0014y00002aVnBwAAK,Business Litigation; General Practice; Business Transactional; Intellectual Property; Bankruptcy; Wills and Trusts
0014y00002aVgMOAA0,Tax;Real Estate; General Practice
0014y00002aVh30AAC,General Practice;Bankruptcy
0014y00002aVnBxAAK,Workers Compensation; Construction;Personal Injury; General Practice
0014y00002aVh31AAC,Health and Elder Care; General Practice; Real Estate;Workers Compensation; Construction; Business Transactional; Bankruptcy; Wills and Trusts; Insurance; Business Litigation; Personal Injury; Immigration
0016000000ogdLoAAI,Criminal;General Practice
0010e00001OCxQSAA1,Tax;  Civil Rights;  Family; Administrative;Criminal
0014y00002aVlOhAAK,Wills and Trusts; General Practice
0016000000ohLdaAAE,General Practice; Criminal;Family; Employment
0013000000CayXmAAJ,Business Litigation; General Practice; Business Transactional; Bankruptcy; Wills and Trusts
0014y00002aVR9nAAG,Business Litigation; Environmental; General Practice; Workers' Compensation; Construction; Real Estate; Class Action; Family; Criminal; Civil Rights; Personal Injury
0016000000ogdOTAAY,Business Litigation; General Practice; Real Estate; Construction; Business Transactional; Employment; Bankruptcy
0010e00001NW6fGAAT,Wills and Trusts; Real Estate; General Practice
0013000000Cav4YAAR,Corporate; Construction; Real Estate;General Practice; Insurance; Business Litigation; Contracts; Prof; Appellate Practice;Civil Litigation;Contracts;Banking;Bankruptcy; Corporate;Debtor and Creditor;Insurance; Civil Litigation; Family;Civil Trial;Construction; Commercial Litigation; Business Transactional; Litigation/Trial Advocacy/Advocacy; Wills and Trusts;Prof;Commercial Litigation;Mediation; Dispute Resolution; Mediation; General Practice; Legal Malpractice;Dispute Resolution; Debtor and Creditor; Civil Trial;Litigation/Trial Advocacy/Advocacy;Legal Malpractice; Banking
0014y00002aVgMTAA0,Real Estate;General Practice; Wills and Trusts; Civil Rights; Tax
0014y00002aVh35AAC,Antitrust;Health and Elder Care; Business Litigation; General Practice
0014y00002aVlOgAAK,Wills and Trusts; General Practice
0014y00002aVnC2AAK,Transportation; Cyberspace; Environmental; Personal Injury; Antitrust; Workers Compensation; General Practice; Real Estate; Administrative; Construction; Business Transactional; Intellectual Property; Bankruptcy;Criminal; Business Litigation; Government
0016000000ogdORAAY,Consumer; Employment;General Practice; Criminal; Bankruptcy; Family; Personal Injury
0014y00002aVh36AAC,Business Litigation; General Practice; Real Estate; Construction; Employment; Civil Rights
0014y00002aVf7mAAC,Business Litigation; General Practice; Real Estate; Business Transactional; Bankruptcy; Insurance
0014y00002aVhroAAC,Business Litigation; General Practice; Business Transactional; Employment; Bankruptcy
0014y00002aVnC3AAK,Health and Elder Care;General Practice
0014y00002aVh37AAC,Business Litigation; Entertainment; Consumer; General Practice; Criminal; Bankruptcy; Personal Injury
